"No"|"Time"|"Interval"|"InTemp"|"InHumi"|"OutTemp"|"OutHumi"|"RelPressure"|"AbsPressure"|"Wind"|"Gust"|"WindDirection"|"DewPoint"|"WindChill"|"RainHour"|"Rain24H"|"RainWeek"|"RainMonth"|"RainTotal"|"day"
"6133"|9983|2017-08-05 21:15:09|"15"|"29.2"|"54"|" 30.6"|" 48"|"1012.6"|"978.4"|" 2.5"|" 5.0"|" NNW"|" 18.4"|" 30.6"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"6143"|9984|2017-08-05 21:30:09|"15"|"29.1"|"54"|" 29.7"|" 54"|"1012.8"|"978.6"|" 2.5"|" 3.6"|" N"|" 19.4"|" 29.7"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"6153"|9985|2017-08-05 21:45:09|"15"|"29.1"|"54"|" 29.1"|" 57"|"1013"|"978.8"|" 2.5"|" 3.6"|" SW"|" 19.7"|" 29.1"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"6163"|9986|2017-08-05 22:00:09|"15"|"29.1"|"54"|" 28.7"|" 59"|"1013.2"|"979"|" 3.6"|" 5.0"|" N"|" 19.9"|" 28.7"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"6173"|9987|2017-08-05 22:15:09|"15"|"29"|"54"|" 28.4"|" 60"|"1013.3"|"979.1"|" 1.1"|" 2.5"|" W"|" 19.9"|" 28.4"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"6183"|9988|2017-08-05 22:30:09|"15"|"29"|"55"|" 28.0"|" 60"|"1013.4"|"979.2"|" 2.5"|" 3.6"|" N"|" 19.5"|" 28.0"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"6193"|9989|2017-08-05 22:45:09|"15"|"29"|"55"|" 27.7"|" 62"|"1013.7"|"979.5"|" 2.5"|" 3.6"|" NE"|" 19.8"|" 27.7"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"6203"|9990|2017-08-05 23:00:09|"15"|"29.1"|"55"|" 27.3"|" 67"|"1013.9"|"979.7"|" 1.1"|" 2.5"|" NW"|" 20.7"|" 27.3"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"6215"|9991|2017-08-05 23:15:09|"15"|"29.1"|"55"|" 27.1"|" 68"|"1014.1"|"979.9"|" 2.5"|" 3.6"|" E"|" 20.7"|" 27.1"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"6223"|9992|2017-08-05 23:30:09|"15"|"29"|"55"|" 26.9"|" 69"|"1014"|"979.8"|" 1.1"|" 2.5"|" SW"|" 20.8"|" 26.9"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"6233"|9993|2017-08-05 23:45:09|"15"|"29"|"55"|" 26.7"|" 69"|"1014.3"|"980.1"|" 2.5"|" 5.0"|" SE"|" 20.6"|" 26.7"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"6243"|9994|2017-08-06 00:00:09|"15"|"29"|"55"|" 26.5"|" 70"|"1014.2"|"980"|" 0.0"|" 1.1"|" S"|" 20.6"|" 26.5"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6253"|9995|2017-08-06 00:15:09|"15"|"29"|"55"|" 26.3"|" 71"|"1014.2"|"980"|" 1.1"|" 3.6"|" SE"|" 20.7"|" 26.3"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6263"|9996|2017-08-06 00:30:09|"15"|"29"|"55"|" 26.1"|" 73"|"1014.4"|"980.2"|" 1.1"|" 2.5"|" SE"|" 20.9"|" 26.1"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6273"|9997|2017-08-06 00:45:09|"15"|"29"|"55"|" 26.0"|" 74"|"1014.3"|"980.1"|" 2.5"|" 3.6"|" SE"|" 21.0"|" 26.0"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6283"|9998|2017-08-06 01:00:09|"15"|"29"|"55"|" 25.9"|" 75"|"1014.5"|"980.3"|" 0.0"|" 1.1"|" NE"|" 21.2"|" 25.9"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6293"|9999|2017-08-06 01:15:09|"15"|"29"|"56"|" 25.7"|" 76"|"1014.3"|"980.1"|" 2.5"|" 3.6"|" S"|" 21.2"|" 25.7"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6303"|10000|2017-08-06 01:30:09|"15"|"29"|"56"|" 25.5"|" 78"|"1014.2"|"980"|" 1.1"|" 2.5"|" E"|" 21.4"|" 25.5"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6315"|10001|2017-08-06 01:45:09|"15"|"29"|"56"|" 25.4"|" 78"|"1014.1"|"979.9"|" 1.1"|" 2.5"|" E"|" 21.3"|" 25.4"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6323"|10002|2017-08-06 02:00:09|"15"|"29"|"56"|" 25.2"|" 78"|"1014.4"|"980.2"|" 1.1"|" 2.5"|" NNE"|" 21.1"|" 25.2"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6333"|10003|2017-08-06 02:15:09|"15"|"29"|"56"|" 25.0"|" 79"|"1014.6"|"980.4"|" 0.0"|" 1.1"|" SE"|" 21.1"|" 25.0"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6343"|10004|2017-08-06 02:30:09|"15"|"29"|"56"|" 25.1"|" 78"|"1014.6"|"980.4"|" 0.0"|" 1.1"|" E"|" 21.0"|" 25.1"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6353"|10005|2017-08-06 02:45:09|"15"|"29"|"56"|" 25.1"|" 77"|"1014.5"|"980.3"|" 0.0"|" 1.1"|" E"|" 20.8"|" 25.1"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6363"|10006|2017-08-06 03:00:09|"15"|"29"|"56"|" 24.9"|" 77"|"1014.4"|"980.2"|" 0.0"|" 2.5"|" E"|" 20.6"|" 24.9"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6373"|10007|2017-08-06 03:15:09|"15"|"29"|"56"|" 24.7"|" 77"|"1014.4"|"980.2"|" 1.1"|" 1.1"|" SE"|" 20.4"|" 24.7"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6383"|10008|2017-08-06 03:30:09|"15"|"29"|"57"|" 24.5"|" 77"|"1014.4"|"980.2"|" 1.1"|" 2.5"|" E"|" 20.2"|" 24.5"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6393"|10009|2017-08-06 03:45:09|"15"|"29"|"57"|" 24.4"|" 77"|"1014.4"|"980.2"|" 0.0"|" 1.1"|" N"|" 20.1"|" 24.4"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6403"|10010|2017-08-06 04:00:09|"15"|"29"|"57"|" 24.2"|" 76"|"1014.7"|"980.5"|" 2.5"|" 3.6"|" NW"|" 19.7"|" 24.2"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6415"|10011|2017-08-06 04:15:09|"15"|"29"|"57"|" 24.0"|" 75"|"1014.6"|"980.4"|" 0.0"|" 1.1"|" E"|" 19.3"|" 24.0"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6423"|10012|2017-08-06 04:30:09|"15"|"29"|"57"|" 24.0"|" 75"|"1014.4"|"980.2"|" 0.0"|" 1.1"|" NW"|" 19.3"|" 24.0"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6433"|10013|2017-08-06 04:45:09|"15"|"29"|"57"|" 24.1"|" 74"|"1014.2"|"980"|" 1.1"|" 2.5"|" N"|" 19.2"|" 24.1"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6443"|10014|2017-08-06 05:00:09|"15"|"29"|"57"|" 24.1"|" 74"|"1014"|"979.8"|" 0.0"|" 0.0"|" S"|" 19.2"|" 24.1"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6453"|10015|2017-08-06 05:15:09|"15"|"29"|"57"|" 24.0"|" 76"|"1014.2"|"980"|" 1.1"|" 2.5"|" SW"|" 19.5"|" 24.0"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6463"|10016|2017-08-06 05:30:09|"15"|"29"|"57"|" 24.1"|" 77"|"1014.5"|"980.3"|" 2.5"|" 3.6"|" W"|" 19.8"|" 24.1"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6473"|10017|2017-08-06 05:45:09|"15"|"29"|"57"|" 24.1"|" 75"|"1014.6"|"980.4"|" 2.5"|" 3.6"|" NNE"|" 19.4"|" 24.1"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6483"|10018|2017-08-06 06:00:09|"15"|"28.9"|"58"|" 24.2"|" 74"|"1014.6"|"980.4"|" 2.5"|" 3.6"|" E"|" 19.3"|" 24.2"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6493"|10019|2017-08-06 06:15:09|"15"|"28.9"|"58"|" 24.4"|" 70"|"1014.9"|"980.7"|" 2.5"|" 3.6"|" N"|" 18.6"|" 24.4"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6503"|10020|2017-08-06 06:30:09|"15"|"28.9"|"58"|" 24.5"|" 66"|"1014.8"|"980.6"|" 3.6"|" 5.0"|" S"|" 17.8"|" 24.5"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6515"|10021|2017-08-06 06:45:09|"15"|"28.9"|"58"|" 24.5"|" 64"|"1015"|"980.8"|" 7.2"|" 9.7"|" SW"|" 17.3"|" 24.1"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6523"|10022|2017-08-06 07:00:09|"15"|"28.9"|"58"|" 24.2"|" 61"|"1015.2"|"981"|" 2.5"|" 3.6"|" S"|" 16.2"|" 24.2"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6533"|10023|2017-08-06 07:15:09|"15"|"28.9"|"58"|" 23.9"|" 61"|"1015.3"|"981.1"|" 2.5"|" 5.0"|" NW"|" 16.0"|" 23.9"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6543"|10024|2017-08-06 07:30:09|"15"|"28.9"|"58"|" 23.6"|" 60"|"1015.5"|"981.3"|" 5.0"|" 7.2"|" NE"|" 15.4"|" 23.6"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6553"|10025|2017-08-06 07:45:09|"15"|"28.9"|"58"|" 23.3"|" 60"|"1015.5"|"981.3"|" 1.1"|" 1.1"|" NE"|" 15.1"|" 23.3"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6563"|10026|2017-08-06 08:00:09|"15"|"28.9"|"57"|" 23.2"|" 60"|"1015.7"|"981.5"|" 2.5"|" 3.6"|" S"|" 15.0"|" 23.2"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6573"|10027|2017-08-06 08:15:09|"15"|"28.9"|"57"|" 23.2"|" 60"|"1015.9"|"981.7"|" 5.0"|" 7.2"|" SE"|" 15.0"|" 23.2"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6583"|10028|2017-08-06 08:30:09|"15"|"28.9"|"57"|" 23.6"|" 60"|"1016.2"|"982"|" 3.6"|" 5.0"|" E"|" 15.4"|" 23.6"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6593"|10029|2017-08-06 08:45:09|"15"|"28.8"|"56"|" 23.9"|" 58"|"1016.4"|"982.2"|" 1.1"|" 3.6"|" NNW"|" 15.2"|" 23.9"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6603"|10030|2017-08-06 09:00:09|"15"|"28.8"|"56"|" 23.9"|" 58"|"1016.6"|"982.4"|" 3.6"|" 6.1"|" SE"|" 15.2"|" 23.9"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6615"|10031|2017-08-06 09:15:09|"15"|"28.8"|"56"|" 23.9"|" 58"|"1016.6"|"982.4"|" 1.1"|" 2.5"|" S"|" 15.2"|" 23.9"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6623"|10032|2017-08-06 09:30:09|"15"|"28.8"|"56"|" 24.5"|" 56"|"1016.7"|"982.5"|" 3.6"|" 6.1"|" SW"|" 15.2"|" 24.5"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6633"|10033|2017-08-06 09:45:09|"15"|"28.8"|"56"|" 24.6"|" 55"|"1016.8"|"982.6"|" 1.1"|" 3.6"|" WNW"|" 15.0"|" 24.6"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6643"|10034|2017-08-06 10:00:09|"15"|"28.7"|"56"|" 25.2"|" 54"|"1016.7"|"982.5"|" 5.0"|" 7.2"|" S"|" 15.3"|" 25.2"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6653"|10035|2017-08-06 10:15:09|"15"|"28.7"|"55"|" 25.6"|" 53"|"1016.8"|"982.6"|" 5.0"|" 8.6"|" SW"|" 15.3"|" 25.6"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6663"|10036|2017-08-06 10:30:09|"15"|"28.7"|"55"|" 26.2"|" 52"|"1016.9"|"982.7"|" 3.6"|" 5.0"|" W"|" 15.6"|" 26.2"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6673"|10037|2017-08-06 10:45:09|"15"|"28.7"|"55"|" 27.2"|" 52"|"1016.8"|"982.6"|" 2.5"|" 3.6"|" SW"|" 16.5"|" 27.2"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6683"|10038|2017-08-06 11:00:09|"15"|"28.7"|"55"|" 27.6"|" 48"|"1016.8"|"982.6"|" 7.2"|" 8.6"|" WSW"|" 15.6"|" 27.3"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6693"|10039|2017-08-06 11:15:09|"15"|"28.7"|"55"|" 29.0"|" 47"|"1016.6"|"982.4"|" 5.0"|" 6.1"|" NE"|" 16.6"|" 29.0"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6703"|10040|2017-08-06 11:30:09|"15"|"28.7"|"55"|" 30.1"|" 45"|"1016.6"|"982.4"|" 2.5"|" 5.0"|" E"|" 16.9"|" 30.1"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6715"|10041|2017-08-06 11:45:09|"15"|"28.7"|"55"|" 31.2"|" 43"|"1016.4"|"982.2"|" 3.6"|" 6.1"|" NW"|" 17.2"|" 31.2"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6723"|10042|2017-08-06 12:00:09|"15"|"28.7"|"55"|" 31.9"|" 41"|"1016.3"|"982.1"|" 2.5"|" 3.6"|" S"|" 17.0"|" 31.9"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6733"|10043|2017-08-06 12:15:09|"15"|"28.7"|"55"|" 33.6"|" 35"|"1016.1"|"981.9"|" 2.5"|" 5.0"|" S"|" 16.1"|" 33.6"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6743"|10044|2017-08-06 12:30:09|"15"|"28.7"|"55"|" 33.6"|" 34"|"1016.2"|"982"|" 2.5"|" 3.6"|" S"|" 15.6"|" 33.6"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6753"|10045|2017-08-06 12:45:09|"15"|"28.7"|"55"|" 33.7"|" 34"|"1016"|"981.8"|" 2.5"|" 3.6"|" E"|" 15.7"|" 33.7"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6763"|10046|2017-08-06 13:00:09|"15"|"28.7"|"55"|" 34.1"|" 34"|"1015.8"|"981.6"|" 1.1"|" 3.6"|" E"|" 16.1"|" 34.1"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6773"|10047|2017-08-06 13:15:09|"15"|"28.8"|"55"|" 35.1"|" 33"|"1015.7"|"981.5"|" 5.0"|" 7.2"|" E"|" 16.5"|" 35.1"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6783"|10048|2017-08-06 13:30:09|"15"|"28.8"|"56"|" 35.4"|" 33"|"1015.5"|"981.3"|" 5.0"|" 7.2"|" SW"|" 16.7"|" 35.4"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6793"|10049|2017-08-06 13:45:09|"15"|"28.8"|"56"|" 35.3"|" 33"|"1015.5"|"981.3"|" 11.2"|" 20.9"|" WSW"|" 16.6"|" 35.3"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6803"|10050|2017-08-06 14:00:09|"15"|"28.9"|"56"|" 34.7"|" 35"|"1015.3"|"981.1"|" 5.0"|" 7.2"|" WSW"|" 17.0"|" 34.7"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6815"|10051|2017-08-06 14:15:09|"15"|"28.9"|"56"|" 34.3"|" 37"|"1015.3"|"981.1"|" 3.6"|" 6.1"|" S"|" 17.6"|" 34.3"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6823"|10052|2017-08-06 14:30:09|"15"|"28.9"|"56"|" 33.2"|" 41"|"1015.3"|"981.1"|" 2.5"|" 5.0"|" NW"|" 18.2"|" 33.2"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6833"|10053|2017-08-06 14:45:09|"15"|"28.9"|"56"|" 32.5"|" 42"|"1015.2"|"981"|" 3.6"|" 7.2"|" W"|" 18.0"|" 32.5"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6843"|10054|2017-08-06 15:00:09|"15"|"28.9"|"56"|" 32.9"|" 41"|"1015.1"|"980.9"|" 7.2"|" 11.2"|" S"|" 17.9"|" 32.9"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6853"|10055|2017-08-06 15:15:09|"15"|"28.9"|"56"|" 32.9"|" 38"|"1015.1"|"980.9"|" 3.6"|" 5.0"|" S"|" 16.7"|" 32.9"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6863"|10056|2017-08-06 15:30:09|"15"|"28.9"|"56"|" 32.6"|" 37"|"1015.1"|"980.9"|" 5.0"|" 6.1"|" SW"|" 16.1"|" 32.6"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6873"|10057|2017-08-06 15:45:09|"15"|"28.9"|"56"|" 32.4"|" 44"|"1015"|"980.8"|" 2.5"|" 5.0"|" N"|" 18.6"|" 32.4"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6883"|10058|2017-08-06 16:00:09|"15"|"28.9"|"56"|" 32.1"|" 44"|"1015.1"|"980.9"|" 6.1"|" 9.7"|" S"|" 18.3"|" 32.1"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6893"|10059|2017-08-06 16:15:09|"15"|"28.9"|"56"|" 32.2"|" 43"|"1015"|"980.8"|" 6.1"|" 8.6"|" E"|" 18.1"|" 32.2"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6903"|10060|2017-08-06 16:30:09|"15"|"28.9"|"56"|" 31.8"|" 45"|"1014.9"|"980.7"|" 8.6"|" 11.2"|" SW"|" 18.4"|" 31.7"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6915"|10061|2017-08-06 16:45:09|"15"|"28.9"|"56"|" 31.9"|" 45"|"1015"|"980.8"|" 6.1"|" 9.7"|" SSW"|" 18.5"|" 31.9"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6923"|10062|2017-08-06 17:00:09|"15"|"29"|"55"|" 31.6"|" 47"|"1014.9"|"980.7"|" 8.6"|" 11.2"|" NNE"|" 19.0"|" 31.5"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6933"|10063|2017-08-06 17:15:09|"15"|"29"|"55"|" 31.5"|" 48"|"1014.8"|"980.6"|" 7.2"|" 12.2"|" SE"|" 19.2"|" 31.4"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6943"|10064|2017-08-06 17:30:09|"15"|"29"|"55"|" 31.5"|" 49"|"1014.9"|"980.7"|" 6.1"|" 11.2"|" SW"|" 19.5"|" 31.5"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6953"|10065|2017-08-06 17:45:09|"15"|"29"|"55"|" 31.1"|" 51"|"1014.9"|"980.7"|" 3.6"|" 6.1"|" N"|" 19.8"|" 31.1"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6963"|10066|2017-08-06 18:00:09|"15"|"29"|"55"|" 31.8"|" 50"|"1014.7"|"980.5"|" 5.0"|" 8.6"|" E"|" 20.1"|" 31.8"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6973"|10067|2017-08-06 18:15:09|"15"|"29"|"55"|" 30.5"|" 54"|"1014.8"|"980.6"|" 6.1"|" 8.6"|" NNE"|" 20.2"|" 30.5"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6983"|10068|2017-08-06 18:30:09|"15"|"29"|"55"|" 30.5"|" 54"|"1014.8"|"980.6"|" 5.0"|" 11.2"|" NW"|" 20.2"|" 30.5"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"6993"|10069|2017-08-06 18:45:09|"15"|"29"|"55"|" 30.3"|" 54"|"1014.8"|"980.6"|" 3.6"|" 8.6"|" N"|" 20.0"|" 30.3"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"7003"|10070|2017-08-06 19:00:09|"15"|"29"|"55"|" 30.7"|" 54"|"1014.8"|"980.6"|" 7.2"|" 9.7"|" E"|" 20.4"|" 30.6"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"7015"|10071|2017-08-06 19:15:09|"15"|"29"|"55"|" 31.0"|" 53"|"1014.8"|"980.6"|" 3.6"|" 6.1"|" ESE"|" 20.3"|" 31.0"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"7023"|10072|2017-08-06 19:30:09|"15"|"29"|"55"|" 30.9"|" 53"|"1014.8"|"980.6"|" 6.1"|" 9.7"|" S"|" 20.2"|" 30.9"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"7033"|10073|2017-08-06 19:45:09|"15"|"29"|"56"|" 30.8"|" 52"|"1014.7"|"980.5"|" 3.6"|" 5.0"|" S"|" 19.8"|" 30.8"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"7043"|10074|2017-08-06 20:00:09|"15"|"29"|"56"|" 30.4"|" 53"|"1014.6"|"980.4"|" 5.0"|" 9.7"|" WNW"|" 19.8"|" 30.4"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"7053"|10075|2017-08-06 20:15:09|"15"|"29"|"56"|" 29.5"|" 53"|"1014.6"|"980.4"|" 7.2"|" 8.6"|" ESE"|" 18.9"|" 29.3"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"7063"|10076|2017-08-06 20:30:09|"15"|"29"|"56"|" 29.0"|" 53"|"1014.7"|"980.5"|" 2.5"|" 3.6"|" NE"|" 18.5"|" 29.0"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"7073"|10077|2017-08-06 20:45:09|"15"|"29"|"56"|" 28.7"|" 54"|"1014.7"|"980.5"|" 2.5"|" 3.6"|" E"|" 18.5"|" 28.7"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"7083"|10078|2017-08-06 21:00:09|"15"|"29"|"56"|" 28.3"|" 54"|"1014.8"|"980.6"|" 1.1"|" 2.5"|" SSE"|" 18.1"|" 28.3"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"7093"|10079|2017-08-06 21:15:09|"15"|"29"|"56"|" 27.9"|" 60"|"1014.9"|"980.7"|" 1.1"|" 2.5"|" E"|" 19.4"|" 27.9"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"7105"|10080|2017-08-06 21:30:09|"15"|"29"|"56"|" 27.2"|" 70"|"1015.1"|"980.9"|" 1.1"|" 2.5"|" N"|" 21.3"|" 27.2"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"7115"|10081|2017-08-06 21:45:09|"15"|"29"|"56"|" 26.5"|" 71"|"1015.1"|"980.9"|" 1.1"|" 2.5"|" E"|" 20.8"|" 26.5"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"7123"|10082|2017-08-06 22:00:09|"15"|"29"|"56"|" 26.2"|" 73"|"1015.4"|"981.2"|" 1.1"|" 2.5"|" NE"|" 21.0"|" 26.2"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"7133"|10083|2017-08-06 22:15:09|"15"|"29"|"56"|" 25.8"|" 74"|"1015.3"|"981.1"|" 1.1"|" 2.5"|" SE"|" 20.8"|" 25.8"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"7143"|10084|2017-08-06 22:30:09|"15"|"29"|"56"|" 25.3"|" 75"|"1015.6"|"981.4"|" 1.1"|" 2.5"|" SW"|" 20.6"|" 25.3"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"7153"|10085|2017-08-06 22:45:09|"15"|"29"|"56"|" 24.9"|" 76"|"1015.7"|"981.5"|" 1.1"|" 2.5"|" SE"|" 20.4"|" 24.9"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"7163"|10086|2017-08-06 23:00:09|"15"|"29"|"56"|" 24.7"|" 77"|"1016"|"981.8"|" 0.0"|" 1.1"|" N"|" 20.4"|" 24.7"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"7173"|10087|2017-08-06 23:15:09|"15"|"29"|"56"|" 24.4"|" 78"|"1016"|"981.8"|" 0.0"|" 1.1"|" N"|" 20.3"|" 24.4"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"7183"|10088|2017-08-06 23:30:09|"15"|"29"|"56"|" 24.2"|" 78"|"1015.9"|"981.7"|" 2.5"|" 3.6"|" SE"|" 20.1"|" 24.2"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"7193"|10089|2017-08-06 23:45:09|"15"|"29"|"57"|" 24.0"|" 79"|"1016"|"981.8"|" 0.0"|" 1.1"|" N"|" 20.2"|" 24.0"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-06
"7203"|10090|2017-08-07 00:00:09|"15"|"29"|"57"|" 24.0"|" 79"|"1015.9"|"981.7"|" 1.1"|" 1.1"|" NE"|" 20.2"|" 24.0"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-07
"7215"|10091|2017-08-07 00:15:09|"15"|"29"|"57"|" 23.8"|" 79"|"1015.8"|"981.6"|" 0.0"|" 1.1"|" NW"|" 20.0"|" 23.8"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-07
"7223"|10092|2017-08-07 00:30:09|"15"|"29"|"57"|" 23.6"|" 80"|"1016"|"981.8"|" 0.0"|" 2.5"|" NE"|" 20.0"|" 23.6"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-07
"7233"|10093|2017-08-07 00:45:09|"15"|"29"|"57"|" 23.4"|" 80"|"1016"|"981.8"|" 1.1"|" 2.5"|" N"|" 19.8"|" 23.4"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-07
"7243"|10094|2017-08-07 01:00:09|"15"|"29"|"57"|" 23.3"|" 81"|"1016"|"981.8"|" 0.0"|" 1.1"|" N"|" 19.9"|" 23.3"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-07
"7253"|10095|2017-08-07 01:15:09|"15"|"29"|"57"|" 23.2"|" 81"|"1016"|"981.8"|" 1.1"|" 2.5"|" ESE"|" 19.8"|" 23.2"|"0"|"0"|"0"|"1.2"|"1.2"|2017-08-07
