"No"|"Time"|"Interval"|"InTemp"|"InHumi"|"OutTemp"|"OutHumi"|"RelPressure"|"AbsPressure"|"Wind"|"Gust"|"WindDirection"|"DewPoint"|"WindChill"|"RainHour"|"Rain24H"|"RainWeek"|"RainMonth"|"RainTotal"|"day"
"1299"|1299|2017-06-18 02:56:53|"5"|"25.2"|"60"|"20.8"|"75"|"1014.7"|"980.5"|"1.1"|"2.5"|" ENE"|"16.2"|"20.8"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1300"|1300|2017-06-18 03:01:53|"5"|"25.2"|"60"|"20.7"|"75"|"1014.8"|"980.6"|"3.6"|"6.1"|" NNE"|"16.1"|"20.7"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1301"|1301|2017-06-18 03:06:53|"5"|"25.2"|"60"|"20.7"|"75"|"1014.8"|"980.6"|"1.1"|"3.6"|" N"|"16.1"|"20.7"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1302"|1302|2017-06-18 03:11:53|"5"|"25.2"|"60"|"20.6"|"76"|"1014.6"|"980.4"|"3.6"|"5"|" N"|"16.2"|"20.6"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1303"|1303|2017-06-18 03:16:53|"5"|"25.2"|"60"|"20.5"|"76"|"1014.6"|"980.4"|"2.5"|"3.6"|" N"|"16.1"|"20.5"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1304"|1304|2017-06-18 03:21:53|"5"|"25.2"|"60"|"20.5"|"76"|"1014.7"|"980.5"|"2.5"|"3.6"|" N"|"16.1"|"20.5"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1305"|1305|2017-06-18 03:26:53|"5"|"25.2"|"60"|"20.4"|"76"|"1014.6"|"980.4"|"2.5"|"3.6"|" N"|"16.1"|"20.4"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1306"|1306|2017-06-18 03:31:53|"5"|"25.2"|"60"|"20.3"|"77"|"1014.6"|"980.4"|"3.6"|"5"|" SE"|"16.2"|"20.3"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1307"|1307|2017-06-18 03:36:53|"5"|"25.2"|"60"|"20.2"|"77"|"1014.6"|"980.4"|"1.1"|"2.5"|" SW"|"16.1"|"20.2"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1308"|1308|2017-06-18 03:41:53|"5"|"25.2"|"60"|"20.3"|"77"|"1014.5"|"980.3"|"1.1"|"3.6"|" ENE"|"16.2"|"20.3"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1309"|1309|2017-06-18 03:46:53|"5"|"25.2"|"60"|"20.2"|"77"|"1014.6"|"980.4"|"1.1"|"2.5"|" N"|"16.1"|"20.2"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1310"|1310|2017-06-18 03:51:53|"5"|"25.2"|"60"|"20.1"|"77"|"1014.7"|"980.5"|"3.6"|"5"|" N"|"16"|"20.1"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1311"|1311|2017-06-18 03:56:53|"5"|"25.2"|"60"|"20"|"77"|"1014.5"|"980.3"|"2.5"|"5"|" SW"|"15.9"|"20"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1312"|1312|2017-06-18 04:01:53|"5"|"25.2"|"60"|"19.9"|"77"|"1014.5"|"980.3"|"6.1"|"7.2"|" N"|"15.8"|"19.9"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1313"|1313|2017-06-18 04:06:53|"5"|"25.2"|"60"|"19.9"|"77"|"1014.5"|"980.3"|"6.1"|"7.2"|" N"|"15.8"|"19.9"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1314"|1314|2017-06-18 04:11:53|"5"|"25.1"|"60"|"19.7"|"77"|"1014.5"|"980.3"|"1.1"|"2.5"|" SW"|"15.6"|"19.7"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1315"|1315|2017-06-18 04:16:53|"5"|"25.1"|"60"|"19.6"|"78"|"1014.5"|"980.3"|"1.1"|"3.6"|" WSW"|"15.7"|"19.6"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1316"|1316|2017-06-18 04:21:53|"5"|"25.1"|"60"|"19.5"|"78"|"1014.6"|"980.4"|"1.1"|"2.5"|" NE"|"15.6"|"19.5"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1317"|1317|2017-06-18 04:26:53|"5"|"25"|"60"|"19.4"|"78"|"1014.5"|"980.3"|"1.1"|"2.5"|" E"|"15.5"|"19.4"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1318"|1318|2017-06-18 04:31:53|"5"|"25"|"60"|"19.4"|"78"|"1014.5"|"980.3"|"1.1"|"2.5"|" NW"|"15.5"|"19.4"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1319"|1319|2017-06-18 04:36:53|"5"|"25"|"60"|"19.4"|"78"|"1014.5"|"980.3"|"3.6"|"5"|" SE"|"15.5"|"19.4"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1320"|1320|2017-06-18 04:41:53|"5"|"25"|"60"|"19.4"|"78"|"1014.5"|"980.3"|"2.5"|"3.6"|" SW"|"15.5"|"19.4"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1321"|1321|2017-06-18 04:46:53|"5"|"25"|"60"|"19.3"|"78"|"1014.5"|"980.3"|"0"|"1.1"|" S"|"15.4"|"19.3"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1322"|1322|2017-06-18 04:51:53|"5"|"25"|"60"|"19.4"|"78"|"1014.5"|"980.3"|"2.5"|"3.6"|" N"|"15.5"|"19.4"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1323"|1323|2017-06-18 04:56:53|"5"|"25"|"60"|"19.3"|"78"|"1014.5"|"980.3"|"2.5"|"5"|" NNE"|"15.4"|"19.3"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1324"|1324|2017-06-18 05:01:53|"5"|"24.8"|"61"|"19.3"|"78"|"1014.4"|"980.2"|"2.5"|"3.6"|" S"|"15.4"|"19.3"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1325"|1325|2017-06-18 05:06:53|"5"|"24.8"|"61"|"19.2"|"78"|"1014.4"|"980.2"|"2.5"|"3.6"|" N"|"15.3"|"19.2"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1326"|1326|2017-06-18 05:11:53|"5"|"24.8"|"60"|"19.1"|"78"|"1014.4"|"980.2"|"1.1"|"3.6"|" S"|"15.2"|"19.1"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1327"|1327|2017-06-18 05:16:53|"5"|"24.7"|"60"|"19"|"78"|"1014.5"|"980.3"|"1.1"|"3.6"|" SE"|"15.1"|"19"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1328"|1328|2017-06-18 05:21:53|"5"|"24.7"|"60"|"18.9"|"79"|"1014.4"|"980.2"|"1.1"|"2.5"|" WSW"|"15.2"|"18.9"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1329"|1329|2017-06-18 05:26:53|"5"|"24.6"|"60"|"18.9"|"79"|"1014.4"|"980.2"|"2.5"|"5"|" N"|"15.2"|"18.9"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1330"|1330|2017-06-18 05:31:53|"5"|"24.6"|"60"|"19"|"79"|"1014.3"|"980.1"|"1.1"|"3.6"|" NE"|"15.3"|"19"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1331"|1331|2017-06-18 05:36:53|"5"|"24.6"|"60"|"18.9"|"79"|"1014.3"|"980.1"|"2.5"|"5"|" SE"|"15.2"|"18.9"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1332"|1332|2017-06-18 05:41:53|"5"|"24.6"|"60"|"18.8"|"79"|"1014.4"|"980.2"|"1.1"|"2.5"|" SE"|"15.1"|"18.8"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1333"|1333|2017-06-18 05:46:53|"5"|"24.5"|"60"|"18.7"|"79"|"1014.3"|"980.1"|"2.5"|"5"|" NE"|"15"|"18.7"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1334"|1334|2017-06-18 05:51:53|"5"|"24.5"|"60"|"18.7"|"79"|"1014.4"|"980.2"|"1.1"|"3.6"|" SW"|"15"|"18.7"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1335"|1335|2017-06-18 05:56:53|"5"|"24.5"|"60"|"18.5"|"80"|"1014.4"|"980.2"|"1.1"|"2.5"|" S"|"15"|"18.5"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1336"|1336|2017-06-18 06:01:53|"5"|"24.5"|"60"|"18.5"|"80"|"1014.4"|"980.2"|"2.5"|"3.6"|" NNE"|"15"|"18.5"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1337"|1337|2017-06-18 06:07:53|"6"|"24.4"|"60"|"18.4"|"80"|"1014.4"|"980.2"|"0"|"1.1"|" S"|"14.9"|"18.4"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1338"|1338|2017-06-18 06:12:53|"5"|"24.4"|"60"|"18.3"|"80"|"1014.4"|"980.2"|"2.5"|"3.6"|" SE"|"14.8"|"18.3"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1339"|1339|2017-06-18 06:17:53|"5"|"24.4"|"60"|"18.3"|"80"|"1014.4"|"980.2"|"1.1"|"3.6"|" S"|"14.8"|"18.3"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1340"|1340|2017-06-18 06:22:53|"5"|"24.4"|"60"|"18.2"|"80"|"1014.5"|"980.3"|"1.1"|"2.5"|" SE"|"14.7"|"18.2"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1341"|1341|2017-06-18 06:27:53|"5"|"24.3"|"60"|"18.2"|"80"|"1014.5"|"980.3"|"2.5"|"3.6"|" S"|"14.7"|"18.2"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1342"|1342|2017-06-18 06:32:53|"5"|"24.3"|"60"|"18.1"|"80"|"1014.5"|"980.3"|"1.1"|"3.6"|" S"|"14.6"|"18.1"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1343"|1343|2017-06-18 06:37:53|"5"|"24.2"|"60"|"18.1"|"80"|"1014.5"|"980.3"|"1.1"|"2.5"|" N"|"14.6"|"18.1"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1344"|1344|2017-06-18 06:42:53|"5"|"24.2"|"60"|"18.1"|"80"|"1014.5"|"980.3"|"1.1"|"2.5"|" NW"|"14.6"|"18.1"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1345"|1345|2017-06-18 06:47:53|"5"|"24.2"|"60"|"18.1"|"80"|"1014.5"|"980.3"|"2.5"|"3.6"|" S"|"14.6"|"18.1"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1346"|1346|2017-06-18 06:52:53|"5"|"24.1"|"60"|"18.1"|"80"|"1014.6"|"980.4"|"2.5"|"3.6"|" N"|"14.6"|"18.1"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1347"|1347|2017-06-18 06:57:53|"5"|"24"|"60"|"18.1"|"80"|"1014.7"|"980.5"|"1.1"|"3.6"|" NE"|"14.6"|"18.1"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1348"|1348|2017-06-18 07:02:53|"5"|"23.9"|"61"|"18.1"|"80"|"1014.6"|"980.4"|"3.6"|"6.1"|" N"|"14.6"|"18.1"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1349"|1349|2017-06-18 07:07:53|"5"|"23.9"|"61"|"18.2"|"79"|"1014.7"|"980.5"|"1.1"|"2.5"|" NE"|"14.5"|"18.2"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1350"|1350|2017-06-18 07:12:53|"5"|"23.9"|"61"|"18.2"|"79"|"1014.7"|"980.5"|"1.1"|"2.5"|" NE"|"14.5"|"18.2"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1351"|1351|2017-06-18 07:17:53|"5"|"23.8"|"61"|"18.2"|"79"|"1014.6"|"980.4"|"3.6"|"6.1"|" SSW"|"14.5"|"18.2"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1352"|1352|2017-06-18 07:22:53|"5"|"23.8"|"61"|"18.3"|"79"|"1014.6"|"980.4"|"1.1"|"2.5"|" SW"|"14.6"|"18.3"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1353"|1353|2017-06-18 07:27:53|"5"|"23.9"|"61"|"18.4"|"78"|"1014.6"|"980.4"|"3.6"|"5"|" N"|"14.5"|"18.4"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1354"|1354|2017-06-18 07:32:53|"5"|"23.9"|"61"|"18.5"|"78"|"1014.6"|"980.4"|"5"|"8.6"|" N"|"14.6"|"18.5"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1355"|1355|2017-06-18 07:37:53|"5"|"23.8"|"61"|"18.7"|"78"|"1014.6"|"980.4"|"1.1"|"2.5"|" N"|"14.8"|"18.7"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1356"|1356|2017-06-18 07:42:53|"5"|"23.8"|"62"|"18.9"|"77"|"1014.7"|"980.5"|"2.5"|"3.6"|" N"|"14.8"|"18.9"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1357"|1357|2017-06-18 07:47:53|"5"|"23.8"|"62"|"18.9"|"77"|"1014.7"|"980.5"|"2.5"|"3.6"|" NW"|"14.8"|"18.9"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1358"|1358|2017-06-18 07:52:53|"5"|"23.8"|"62"|"19.1"|"77"|"1014.7"|"980.5"|"2.5"|"3.6"|" SE"|"15"|"19.1"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1359"|1359|2017-06-18 07:57:53|"5"|"23.8"|"62"|"19.3"|"76"|"1014.8"|"980.6"|"2.5"|"3.6"|" E"|"15"|"19.3"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1360"|1360|2017-06-18 08:02:53|"5"|"23.8"|"62"|"19.5"|"76"|"1014.8"|"980.6"|"1.1"|"2.5"|" N"|"15.2"|"19.5"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1361"|1361|2017-06-18 08:07:53|"5"|"23.8"|"62"|"19.8"|"75"|"1014.8"|"980.6"|"0"|"1.1"|" N"|"15.3"|"19.8"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1362"|1362|2017-06-18 08:12:53|"5"|"23.9"|"62"|"20.1"|"74"|"1014.8"|"980.6"|"3.6"|"5"|" N"|"15.3"|"20.1"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1363"|1363|2017-06-18 08:17:53|"5"|"24"|"61"|"20.4"|"74"|"1014.9"|"980.7"|"1.1"|"2.5"|" SW"|"15.6"|"20.4"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1364"|1364|2017-06-18 08:22:53|"5"|"24"|"61"|"20.8"|"73"|"1014.8"|"980.6"|"1.1"|"2.5"|" NE"|"15.8"|"20.8"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1365"|1365|2017-06-18 08:27:53|"5"|"24"|"61"|"21.1"|"73"|"1014.9"|"980.7"|"1.1"|"2.5"|" S"|"16.1"|"21.1"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1366"|1366|2017-06-18 08:32:53|"5"|"24.1"|"61"|"21.3"|"72"|"1014.9"|"980.7"|"1.1"|"2.5"|" S"|"16.1"|"21.3"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1367"|1367|2017-06-18 08:37:53|"5"|"24.1"|"61"|"21.5"|"72"|"1014.8"|"980.6"|"0"|"1.1"|" NE"|"16.3"|"21.5"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1368"|1368|2017-06-18 08:42:53|"5"|"24.1"|"61"|"21.9"|"71"|"1014.9"|"980.7"|"0"|"1.1"|" SE"|"16.4"|"21.9"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1369"|1369|2017-06-18 08:47:53|"5"|"24.3"|"61"|"22.2"|"71"|"1014.8"|"980.6"|"1.1"|"2.5"|" SE"|"16.7"|"22.2"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1370"|1370|2017-06-18 08:52:53|"5"|"24.3"|"61"|"22.5"|"66"|"1014.9"|"980.7"|"2.5"|"3.6"|" E"|"15.9"|"22.5"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1371"|1371|2017-06-18 08:57:53|"5"|"24.4"|"61"|"22.7"|"66"|"1014.9"|"980.7"|"1.1"|"3.6"|" S"|"16"|"22.7"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1372"|1372|2017-06-18 09:02:53|"5"|"24.4"|"61"|"22.8"|"66"|"1014.9"|"980.7"|"1.1"|"2.5"|" S"|"16.1"|"22.8"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1373"|1373|2017-06-18 09:07:53|"5"|"24.4"|"61"|"23"|"66"|"1015"|"980.8"|"1.1"|"3.6"|" SW"|"16.3"|"23"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1374"|1374|2017-06-18 09:12:53|"5"|"24.5"|"61"|"23.3"|"65"|"1014.8"|"980.6"|"0"|"1.1"|" S"|"16.4"|"23.3"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1375"|1375|2017-06-18 09:17:53|"5"|"24.6"|"61"|"23.6"|"65"|"1014.9"|"980.7"|"0"|"1.1"|" S"|"16.7"|"23.6"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1376"|1376|2017-06-18 09:22:53|"5"|"24.6"|"61"|"24"|"64"|"1014.9"|"980.7"|"0"|"1.1"|" E"|"16.8"|"24"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1377"|1377|2017-06-18 09:27:53|"5"|"24.7"|"61"|"24.4"|"64"|"1014.9"|"980.7"|"0"|"2.5"|" SE"|"17.2"|"24.4"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1378"|1378|2017-06-18 09:32:53|"5"|"24.7"|"61"|"24.6"|"63"|"1014.9"|"980.7"|"1.1"|"2.5"|" SE"|"17.1"|"24.6"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1379"|1379|2017-06-18 09:37:53|"5"|"24.7"|"62"|"24.9"|"63"|"1014.9"|"980.7"|"0"|"1.1"|" N"|"17.4"|"24.9"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1380"|1380|2017-06-18 09:42:53|"5"|"24.9"|"62"|"25.2"|"62"|"1014.9"|"980.7"|"1.1"|"2.5"|" S"|"17.4"|"25.2"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1381"|1381|2017-06-18 09:47:53|"5"|"25"|"61"|"25.6"|"62"|"1014.8"|"980.6"|"0"|"1.1"|" NW"|"17.8"|"25.6"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1382"|1382|2017-06-18 09:52:53|"5"|"25.1"|"61"|"26"|"61"|"1015"|"980.8"|"0"|"2.5"|" SE"|"17.9"|"26"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1383"|1383|2017-06-18 09:57:53|"5"|"25.1"|"61"|"26.4"|"60"|"1014.8"|"980.6"|"2.5"|"5"|" SE"|"18"|"26.4"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1384"|1384|2017-06-18 10:02:53|"5"|"25.2"|"61"|"26.5"|"59"|"1014.8"|"980.6"|"1.1"|"1.1"|" E"|"17.9"|"26.5"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1385"|1385|2017-06-18 10:07:53|"5"|"25.2"|"61"|"27"|"57"|"1014.8"|"980.6"|"2.5"|"5"|" S"|"17.8"|"27"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1386"|1386|2017-06-18 10:12:53|"5"|"25.2"|"61"|"27.3"|"56"|"1014.7"|"980.5"|"1.1"|"2.5"|" NE"|"17.8"|"27.3"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1387"|1387|2017-06-18 10:17:53|"5"|"25.2"|"62"|"27.7"|"52"|"1014.7"|"980.5"|"1.1"|"1.1"|" SW"|"17"|"27.7"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1388"|1388|2017-06-18 10:22:53|"5"|"25.2"|"62"|"28"|"50"|"1014.7"|"980.5"|"2.5"|"3.6"|" E"|"16.6"|"28"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1389"|1389|2017-06-18 10:27:53|"5"|"25.2"|"62"|"28.6"|"47"|"1014.6"|"980.4"|"5"|"7.2"|" E"|"16.2"|"28.6"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1390"|1390|2017-06-18 10:32:53|"5"|"25.2"|"62"|"29"|"45"|"1014.6"|"980.4"|"2.5"|"3.6"|" N"|"15.9"|"29"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1391"|1391|2017-06-18 10:37:53|"5"|"25.2"|"61"|"29.2"|"44"|"1014.5"|"980.3"|"1.1"|"2.5"|" E"|"15.7"|"29.2"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1392"|1392|2017-06-18 10:42:53|"5"|"25.2"|"61"|"29.3"|"43"|"1014.6"|"980.4"|"2.5"|"3.6"|" NNE"|"15.5"|"29.3"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1393"|1393|2017-06-18 10:47:53|"5"|"25.2"|"61"|"29.6"|"42"|"1014.6"|"980.4"|"3.6"|"6.1"|" E"|"15.4"|"29.6"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1394"|1394|2017-06-18 10:52:53|"5"|"25.2"|"61"|"30.5"|"41"|"1014.5"|"980.3"|"3.6"|"5"|" NE"|"15.8"|"30.5"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1395"|1395|2017-06-18 10:57:53|"5"|"25.2"|"62"|"31.2"|"40"|"1014.5"|"980.3"|"2.5"|"5"|" E"|"16"|"31.2"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1396"|1396|2017-06-18 11:02:53|"5"|"25.2"|"62"|"31.8"|"40"|"1014.5"|"980.3"|"2.5"|"5"|" SW"|"16.6"|"31.8"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1397"|1397|2017-06-18 11:07:53|"5"|"25.2"|"62"|"32"|"40"|"1014.5"|"980.3"|"3.6"|"7.2"|" S"|"16.7"|"32"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1398"|1398|2017-06-18 11:12:53|"5"|"25.2"|"62"|"32"|"40"|"1014.5"|"980.3"|"5"|"7.2"|" SW"|"16.7"|"32"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1399"|1399|2017-06-18 11:17:53|"5"|"25.2"|"62"|"32.1"|"40"|"1014.5"|"980.3"|"2.5"|"5"|" E"|"16.8"|"32.1"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1400"|1400|2017-06-18 11:22:53|"5"|"25.2"|"62"|"32.2"|"39"|"1014.5"|"980.3"|"5"|"8.6"|" NE"|"16.5"|"32.2"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1401"|1401|2017-06-18 11:27:53|"5"|"26"|"61"|"32.2"|"39"|"1014.5"|"980.3"|"1.1"|"3.6"|" S"|"16.5"|"32.2"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1402"|1402|2017-06-18 11:32:53|"5"|"26"|"60"|"32.5"|"33"|"1014.5"|"980.3"|"2.5"|"3.6"|" E"|"14.2"|"32.5"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1403"|1403|2017-06-18 11:37:53|"5"|"26"|"60"|"32.6"|"32"|"1014.4"|"980.2"|"1.1"|"3.6"|" SE"|"13.8"|"32.6"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1404"|1404|2017-06-18 11:42:53|"5"|"26"|"60"|"33"|"32"|"1014.5"|"980.3"|"2.5"|"6.1"|" NE"|"14.1"|"33"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1405"|1405|2017-06-18 11:47:53|"5"|"26"|"60"|"33.2"|"31"|"1014.4"|"980.2"|"5"|"7.2"|" SE"|"13.8"|"33.2"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1406"|1406|2017-06-18 11:52:53|"5"|"26"|"60"|"33.1"|"31"|"1014.5"|"980.3"|"2.5"|"3.6"|" SE"|"13.7"|"33.1"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1407"|1407|2017-06-18 11:57:53|"5"|"26"|"60"|"33.4"|"31"|"1014.3"|"980.1"|"6.1"|"8.6"|" W"|"14"|"33.4"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1408"|1408|2017-06-18 12:02:53|"5"|"26"|"60"|"33.4"|"30"|"1014.4"|"980.2"|"2.5"|"3.6"|" W"|"13.5"|"33.4"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1409"|1409|2017-06-18 12:07:53|"5"|"26"|"60"|"33.4"|"30"|"1014.3"|"980.1"|"2.5"|"3.6"|" W"|"13.5"|"33.4"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1410"|1410|2017-06-18 12:12:53|"5"|"26"|"60"|"33.8"|"30"|"1014.4"|"980.2"|"2.5"|"3.6"|" SW"|"13.8"|"33.8"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1411"|1411|2017-06-18 12:17:53|"5"|"26"|"60"|"33.8"|"30"|"1014.2"|"980"|"6.1"|"8.6"|" S"|"13.8"|"33.8"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1412"|1412|2017-06-18 12:22:53|"5"|"26"|"60"|"33.9"|"30"|"1014.2"|"980"|"2.5"|"3.6"|" NNE"|"13.9"|"33.9"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1413"|1413|2017-06-18 12:27:53|"5"|"26"|"60"|"34.3"|"30"|"1014.1"|"979.9"|"1.1"|"3.6"|" SW"|"14.3"|"34.3"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1414"|1414|2017-06-18 12:32:53|"5"|"26"|"60"|"34.7"|"30"|"1014.2"|"980"|"5"|"7.2"|" SSE"|"14.6"|"34.7"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1415"|1415|2017-06-18 12:37:53|"5"|"26"|"60"|"34.8"|"30"|"1014.2"|"980"|"3.6"|"5"|" N"|"14.7"|"34.8"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1416"|1416|2017-06-18 12:42:53|"5"|"26"|"60"|"34.5"|"30"|"1014.1"|"979.9"|"2.5"|"5"|" SE"|"14.4"|"34.5"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1417"|1417|2017-06-18 12:47:53|"5"|"26"|"60"|"34.6"|"30"|"1014.1"|"979.9"|"7.2"|"11.2"|" SE"|"14.5"|"34.6"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
